Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
21,Male,Master's,Widowed,80200.0,796.0,47587.0,Home,Employed,17,Good,0.2808,129205.0,3.0,East Charleshaven,KY,Aruba,1.0,2,Low
44,Male,Bachelor's,Single,107988.0,761.0,48101.0,Personal,Self-employed,10,Excellent,0.1152,293530.0,3.0,Frankstad,MN,Wallis and Futuna,2.0,1,Low
32,Female,Bachelor's,Single,22919.0,662.0,37477.0,Business,Employed,11,Excellent,0.2592,114916.0,4.0,Oscarside,UT,Afghanistan,3.0,2,Low
69,Female,PhD,Single,89529.0,636.0,11861.0,Business,Self-employed,2,Excellent,0.2784,214415.0,0.0,South Ashley,RI,Vietnam,2.0,2,High
18,Male,PhD,Married,80378.0,639.0,31920.0,Business,Employed,11,Good,0.1248,214743.0,3.0,South Amymouth,IA,Macao,3.0,0,Medium
53,Male,Bachelor's,Widowed,115637.0,759.0,38288.0,Personal,Unemployed,18,Good,0.4603,80877.0,0.0,Bakerview,NE,Antigua and Barbuda,3.0,1,Medium
55,Male,PhD,Divorced,52919.0,699.0,47283.0,Home,Employed,14,Good,0.524,299435.0,4.0,Johnsonton,RI,Guinea,0.0,0,High
33,Male,High School,Widowed,83303.0,712.0,23883.0,Business,Unemployed,4,Poor,0.4108,117508.0,1.0,Ashleeshire,DC,New Caledonia,4.0,0,Low
28,Female,High School,Single,109624.0,771.0,16036.0,Personal,Self-employed,1,Good,0.1528,95754.0,2.0,Port Laura,CA,Marshall Islands,3.0,2,Medium
67,Male,Bachelor's,Divorced,48223.0,606.0,15318.0,Business,Employed,13,Poor,0.3506,214246.0,4.0,Shawnview,DC,Georgia,1.0,2,Low
45,Female,Master's,Widowed,100821.0,608.0,25392.0,Home,Unemployed,9,Good,0.186,186780.0,4.0,Paulside,AZ,Bangladesh,2.0,2,Low
62,Non-binary,PhD,Married,71726.0,658.0,27097.0,Business,Unemployed,12,Excellent,0.555,123775.0,0.0,New Alexanderport,KS,Pitcairn Islands,1.0,2,Low
54,Non-binary,PhD,Divorced,111760.0,707.0,36786.0,Auto,Employed,17,Good,0.1266,52120.0,0.0,Angelaburgh,KS,Luxembourg,4.0,2,Medium
51,Male,High School,Married,107171.0,763.0,45955.0,Auto,Self-employed,8,Poor,0.5026,258221.0,1.0,Wendyland,NE,Kuwait,1.0,1,Low
51,Male,PhD,Married,36756.0,646.0,39884.0,Business,Employed,16,Excellent,0.2446,68595.0,2.0,New Stephanieville,VT,Sweden,3.0,0,Low
21,Non-binary,PhD,Single,106940.0,721.0,43381.0,Home,Self-employed,13,Excellent,0.4681,68461.0,1.0,Ruthland,FM,Saint Lucia,0.0,2,Low
32,Female,PhD,Married,36150.0,614.0,47080.0,Home,Unemployed,3,Fair,0.3834,280243.0,0.0,Kariville,NJ,Mauritania,4.0,2,Medium
45,Male,Master's,Widowed,22751.0,776.0,48368.0,Home,Employed,7,Fair,0.1813,139323.0,4.0,Lake Heather,CT,Panama,2.0,0,Medium
41,Male,PhD,Single,114897.0,724.0,33782.0,Auto,Employed,19,Poor,0.1007,203813.0,2.0,Lake Joshua,PR,Afghanistan,0.0,2,Low
25,Male,Master's,Married,102176.0,604.0,28933.0,Personal,Employed,8,Good,0.4681,140628.0,4.0,Robinport,ME,Oman,1.0,1,Medium
68,Non-binary,PhD,Single,94676.0,709.0,27727.0,Personal,Unemployed,7,Excellent,0.3704,233292.0,1.0,South Kristen,CA,Venezuela,2.0,1,Low
37,Non-binary,Master's,Married,83474.0,779.0,37611.0,Personal,Unemployed,2,Fair,0.2505,177110.0,3.0,Rossfurt,AL,Trinidad and Tobago,1.0,1,Low
52,Female,Bachelor's,Single,110341.0,707.0,32742.0,Personal,Unemployed,9,Excellent,0.4872,206337.0,3.0,West Josephfurt,DC,Bolivia,2.0,1,Medium
48,Female,High School,Married,72563.0,756.0,15115.0,Business,Employed,12,Poor,0.4523,135455.0,3.0,Colemanville,NC,Benin,1.0,1,Medium
22,Male,Bachelor's,Widowed,117552.0,669.0,34394.0,Home,Unemployed,18,Fair,0.3925,227939.0,1.0,Newmanville,WY,Guernsey,0.0,1,Low
40,Non-binary,Bachelor's,Divorced,23194.0,644.0,18194.0,Business,Unemployed,2,Poor,0.3185,230545.0,4.0,New Kimberlyland,WA,Netherlands Antilles,3.0,1,Low
19,Female,Master's,Single,110139.0,747.0,13655.0,Personal,Employed,11,Fair,0.1325,154531.0,3.0,West Kathleen,MH,Cambodia,3.0,2,Medium
40,Non-binary,High School,Single,79439.0,748.0,41826.0,Business,Self-employed,13,Fair,0.406,49315.0,1.0,Williamsshire,VA,Saint Vincent and the Grenadines,2.0,2,Medium
55,Female,Bachelor's,Divorced,105662.0,730.0,32440.0,Auto,Unemployed,17,Good,0.548,243369.0,2.0,East Cynthia,HI,Lesotho,3.0,2,Medium
43,Male,Bachelor's,Single,111118.0,654.0,46199.0,Home,Unemployed,1,Fair,0.4816,274277.0,3.0,Campbellview,NC,Singapore,4.0,2,Low
19,Non-binary,High School,Divorced,86231.0,677.0,39315.0,Personal,Self-employed,6,Poor,0.5241,21265.0,4.0,Edwardborough,WI,French Guiana,1.0,1,Medium
64,Male,PhD,Married,27014.0,780.0,36704.0,Home,Unemployed,18,Fair,0.2188,181585.0,3.0,New Donaldside,SC,Saudi Arabia,4.0,1,Low
31,Non-binary,High School,Married,46269.0,616.0,35767.0,Business,Self-employed,7,Poor,0.1049,272146.0,0.0,South Courtneyview,MS,Tajikistan,0.0,0,Low
63,Female,Master's,Widowed,44667.0,796.0,24173.0,Business,Self-employed,17,Good,0.5177,28982.0,4.0,West Richard,CO,Marshall Islands,4.0,0,Low
58,Male,Bachelor's,Divorced,26668.0,783.0,10147.0,Auto,Unemployed,0,Fair,0.3153,38083.0,1.0,New Heatherland,DE,Samoa,2.0,1,Low
54,Male,PhD,Divorced,41725.0,777.0,31532.0,Home,Unemployed,1,Good,0.3296,257918.0,0.0,New Heatherburgh,NC,Chad,3.0,0,Low
41,Male,Master's,Single,117813.0,615.0,32854.0,Auto,Unemployed,13,Fair,0.2667,268628.0,1.0,East Shari,CO,Italy,2.0,0,Low
46,Female,High School,Widowed,37441.0,642.0,48806.0,Personal,Self-employed,7,Poor,0.2455,140676.0,3.0,Ericshire,CO,Lebanon,4.0,2,Low
52,Female,Bachelor's,Married,63815.0,663.0,12089.0,Personal,Unemployed,18,Fair,0.412,157076.0,1.0,Johnsonbury,CT,Saint Barthelemy,1.0,1,Low
52,Non-binary,PhD,Widowed,28117.0,777.0,43848.0,Personal,Employed,0,Fair,0.2066,180411.0,2.0,North Maxwell,NJ,Japan,4.0,1,Medium
32,Non-binary,High School,Divorced,96844.0,639.0,35997.0,Auto,Unemployed,10,Excellent,0.149,212676.0,1.0,East Teresaton,CA,Bolivia,2.0,0,Medium
35,Male,PhD,Married,49055.0,786.0,21916.0,Business,Employed,5,Excellent,0.2391,81355.0,1.0,West Denisemouth,ND,Mayotte,1.0,0,Medium
32,Non-binary,High School,Widowed,44832.0,786.0,26318.0,Auto,Employed,10,Good,0.116,233532.0,0.0,North Derekbury,NV,Nauru,1.0,1,Low
61,Female,PhD,Divorced,85984.0,742.0,9671.0,Business,Unemployed,11,Excellent,0.2744,238152.0,1.0,Brownstad,MI,Cayman Islands,3.0,0,Low
44,Non-binary,PhD,Single,32985.0,794.0,32122.0,Business,Employed,2,Good,0.248,131045.0,0.0,New Andrewville,AL,Cote d'Ivoire,0.0,2,Low
56,Non-binary,Master's,Single,109074.0,644.0,44069.0,Business,Employed,7,Excellent,0.3584,230971.0,3.0,Mcmillanton,VI,Seychelles,3.0,0,Medium
64,Male,High School,Divorced,24321.0,789.0,43084.0,Home,Employed,8,Good,0.4601,214252.0,3.0,South Bradley,CA,Vanuatu,4.0,1,Low
60,Male,Bachelor's,Divorced,109792.0,763.0,28526.0,Business,Self-employed,3,Excellent,0.2314,58359.0,1.0,Baileyberg,OK,Saint Kitts and Nevis,1.0,2,Medium
59,Non-binary,Master's,Widowed,112097.0,711.0,32211.0,Home,Employed,18,Good,0.5962,88870.0,2.0,North Melissa,NJ,Mozambique,4.0,1,High
47,Non-binary,PhD,Divorced,115384.0,654.0,6345.0,Auto,Self-employed,16,Good,0.1998,93331.0,0.0,Gutierrezborough,NJ,Costa Rica,2.0,1,Low
21,Female,Bachelor's,Divorced,37412.0,721.0,31293.0,Personal,Employed,7,Poor,0.5066,46275.0,2.0,North Morgan,KS,Cyprus,4.0,2,Low
54,Female,High School,Divorced,62837.0,728.0,34794.0,Business,Unemployed,10,Excellent,0.1197,263985.0,1.0,North Kathryn,MO,Burkina Faso,0.0,2,Low
20,Male,High School,Single,56992.0,694.0,26150.0,Auto,Employed,10,Excellent,0.4525,211905.0,2.0,Wallaceview,HI,United States Minor Outlying Islands,3.0,2,Low
53,Non-binary,High School,Single,104008.0,679.0,32669.0,Business,Employed,1,Excellent,0.2313,289770.0,1.0,Joshuafurt,MO,El Salvador,3.0,1,High
50,Female,PhD,Divorced,55515.0,717.0,14867.0,Personal,Unemployed,7,Poor,0.4867,132123.0,2.0,Wheelerfort,MA,Puerto Rico,1.0,2,Medium
25,Non-binary,PhD,Divorced,71473.0,765.0,14855.0,Home,Employed,1,Good,0.2909,291268.0,0.0,Gordonburgh,MI,Micronesia,4.0,0,Low
28,Female,High School,Divorced,115018.0,789.0,23529.0,Personal,Employed,11,Good,0.4771,290952.0,3.0,Crystalfort,DE,Kazakhstan,3.0,1,Low
54,Female,Bachelor's,Divorced,23837.0,692.0,5389.0,Business,Employed,13,Good,0.5424,175164.0,2.0,New Joseph,VA,Guam,1.0,0,Medium
50,Male,Bachelor's,Married,65097.0,695.0,9075.0,Home,Employed,15,Excellent,0.2107,261860.0,0.0,Collinsfort,NV,North Macedonia,1.0,1,Low
24,Male,PhD,Divorced,67907.0,732.0,8049.0,Auto,Employed,12,Poor,0.1475,74216.0,0.0,Saraview,MO,Puerto Rico,2.0,2,Medium
26,Female,PhD,Single,44838.0,656.0,19495.0,Business,Unemployed,12,Excellent,0.1278,73852.0,2.0,Smithhaven,NE,Panama,2.0,2,Medium
26,Non-binary,High School,Single,111288.0,798.0,19256.0,Home,Self-employed,15,Poor,0.3972,194627.0,3.0,New Vanessa,FL,Georgia,1.0,0,Low
43,Female,PhD,Single,27699.0,656.0,29192.0,Personal,Employed,8,Fair,0.4467,123524.0,4.0,Katherinechester,AR,Congo,3.0,2,Low
63,Male,PhD,Single,77429.0,759.0,44021.0,Home,Employed,5,Excellent,0.5998,184873.0,0.0,Danielburgh,MA,Paraguay,2.0,2,Low
67,Female,High School,Married,28660.0,654.0,20223.0,Business,Employed,2,Good,0.1925,260549.0,2.0,Rogersmouth,WI,Saint Pierre and Miquelon,2.0,1,Low
39,Female,High School,Single,111564.0,687.0,41620.0,Personal,Unemployed,10,Fair,0.5792,127321.0,1.0,Savannahshire,NC,Australia,0.0,0,Low
46,Female,Master's,Widowed,39779.0,697.0,25633.0,Business,Self-employed,1,Poor,0.1331,178046.0,0.0,North Joshua,NJ,United Arab Emirates,1.0,2,Medium
49,Male,High School,Divorced,116204.0,601.0,36592.0,Personal,Employed,19,Good,0.3617,204610.0,3.0,Phelpsberg,GU,Martinique,4.0,2,Low
52,Non-binary,Bachelor's,Divorced,57672.0,780.0,31363.0,Personal,Self-employed,0,Good,0.4149,189350.0,1.0,New Caitlin,MA,Nauru,0.0,0,Low
52,Male,Master's,Married,91441.0,798.0,15391.0,Auto,Self-employed,13,Poor,0.2691,78039.0,2.0,West Paul,MT,Antigua and Barbuda,2.0,0,Medium
42,Male,Master's,Widowed,40860.0,642.0,7714.0,Home,Self-employed,17,Poor,0.2545,85955.0,0.0,Lake Matthew,MN,Gibraltar,4.0,0,Low
33,Female,PhD,Widowed,55584.0,691.0,36824.0,Auto,Employed,15,Excellent,0.3714,238132.0,0.0,New Gina,NV,Honduras,2.0,1,Low
35,Male,Bachelor's,Married,81850.0,711.0,25151.0,Business,Employed,11,Good,0.3798,227693.0,1.0,South Timview,WV,Nigeria,3.0,1,Medium
32,Non-binary,Master's,Single,93851.0,667.0,22738.0,Personal,Self-employed,15,Excellent,0.3953,245739.0,3.0,Port Sarah,GA,Nigeria,2.0,2,Low
52,Female,Master's,Single,94292.0,684.0,11596.0,Personal,Employed,6,Good,0.2287,176006.0,0.0,North Sherry,MH,Nicaragua,4.0,2,Low
20,Female,High School,Divorced,46485.0,714.0,13389.0,Personal,Self-employed,12,Excellent,0.2179,27421.0,3.0,New Matthewborough,SD,Martinique,0.0,0,Low
38,Non-binary,Master's,Divorced,57822.0,714.0,6533.0,Home,Employed,4,Fair,0.2949,121972.0,4.0,Lake Gregoryburgh,CO,Peru,4.0,1,Low
19,Female,High School,Single,76878.0,689.0,5412.0,Business,Self-employed,17,Fair,0.5461,203418.0,1.0,Nelsonview,TX,Belize,4.0,0,Low
18,Male,Bachelor's,Divorced,63578.0,681.0,26888.0,Business,Employed,12,Fair,0.1017,49558.0,2.0,North Shannonmouth,IA,Venezuela,4.0,0,Low
46,Non-binary,Bachelor's,Divorced,75059.0,712.0,43731.0,Auto,Unemployed,10,Good,0.3038,151900.0,0.0,Davisberg,NE,Falkland Islands (Malvinas),2.0,0,Low
62,Female,PhD,Single,75900.0,651.0,49978.0,Personal,Self-employed,3,Good,0.2643,24777.0,0.0,Mannside,AR,Latvia,2.0,0,Medium
18,Male,Master's,Widowed,27312.0,777.0,26528.0,Home,Self-employed,5,Excellent,0.2162,264157.0,3.0,East Benjamin,NC,Palau,1.0,0,Low
39,Male,Bachelor's,Married,28078.0,646.0,34286.0,Business,Self-employed,1,Good,0.2133,234021.0,4.0,Mcclainfurt,DC,Saint Barthelemy,3.0,2,Low
30,Female,High School,Divorced,41169.0,724.0,40579.0,Home,Self-employed,18,Poor,0.4433,279796.0,3.0,East Tanyamouth,MH,Greece,2.0,1,Medium
40,Male,PhD,Single,26503.0,645.0,23379.0,Personal,Unemployed,2,Poor,0.5601,211168.0,2.0,Leeburgh,NC,Yemen,4.0,2,Medium
55,Male,PhD,Widowed,62139.0,646.0,18866.0,Personal,Self-employed,6,Good,0.158,89608.0,0.0,Smithchester,NH,Palestinian Territory,0.0,1,Low
57,Female,Bachelor's,Divorced,85883.0,754.0,25813.0,Personal,Self-employed,11,Fair,0.398,205979.0,2.0,Jamiebury,WA,Dominican Republic,4.0,1,Low
38,Non-binary,Bachelor's,Widowed,26858.0,783.0,11363.0,Business,Self-employed,2,Fair,0.3391,163920.0,3.0,Odonnellchester,MN,Isle of Man,3.0,1,Low
22,Female,Bachelor's,Single,58345.0,732.0,35331.0,Personal,Self-employed,13,Fair,0.449,120601.0,3.0,Robertsburgh,NM,Timor-Leste,0.0,0,Low
31,Female,High School,Widowed,107986.0,777.0,33519.0,Personal,Employed,8,Good,0.4508,170578.0,3.0,West Candice,DC,Montserrat,2.0,1,High
64,Non-binary,Bachelor's,Married,56232.0,616.0,13412.0,Home,Employed,19,Good,0.5038,120505.0,3.0,East Courtneychester,UT,French Guiana,1.0,0,Medium
28,Male,High School,Divorced,47881.0,680.0,29640.0,Business,Unemployed,12,Good,0.1848,242194.0,3.0,Lake Edwin,NC,Fiji,0.0,0,Low
56,Male,Bachelor's,Married,27377.0,764.0,25336.0,Personal,Employed,8,Excellent,0.5412,194672.0,1.0,Rogerhaven,MD,Guam,1.0,1,Low
58,Female,High School,Single,85252.0,642.0,42477.0,Auto,Employed,18,Fair,0.4637,53692.0,0.0,Vargashaven,FM,Sweden,0.0,1,Low
47,Male,Bachelor's,Married,107091.0,795.0,47001.0,Business,Self-employed,7,Excellent,0.3083,279238.0,4.0,Stevenburgh,OH,Malawi,4.0,1,Low
64,Non-binary,High School,Widowed,97395.0,734.0,21023.0,Auto,Unemployed,13,Excellent,0.5708,42195.0,4.0,Mccoychester,FL,Comoros,4.0,1,Low
30,Female,Master's,Single,98766.0,750.0,34011.0,Home,Unemployed,5,Fair,0.3832,204683.0,3.0,Ashleyfort,PR,Jamaica,3.0,1,Low
54,Female,High School,Widowed,107581.0,666.0,44189.0,Business,Employed,18,Good,0.101,243126.0,1.0,Amandatown,TX,Panama,4.0,1,Medium
41,Male,PhD,Divorced,81491.0,760.0,40031.0,Auto,Employed,2,Excellent,0.2668,116340.0,2.0,West Jesse,AK,Croatia,1.0,0,High
39,Female,Master's,Divorced,89285.0,678.0,25265.0,Business,Employed,5,Excellent,0.1945,205832.0,4.0,South Reneemouth,KY,Bulgaria,0.0,0,Low
21,Female,Master's,Single,45345.0,612.0,37568.0,Auto,Unemployed,5,Excellent,0.5433,91910.0,0.0,Deborahbury,ND,Russian Federation,2.0,0,Low
53,Non-binary,Master's,Divorced,98755.0,714.0,25805.0,Business,Self-employed,15,Good,0.5072,46742.0,4.0,Port Jamesfurt,TX,Hong Kong,0.0,2,High
26,Female,Master's,Single,51478.0,768.0,8763.0,Personal,Unemployed,2,Excellent,0.2102,276121.0,2.0,New Gregoryland,KY,Western Sahara,1.0,2,Low
56,Female,Master's,Married,115777.0,672.0,14572.0,Business,Self-employed,0,Poor,0.4472,197080.0,2.0,South Ambershire,CA,Yemen,4.0,0,Low
52,Female,Master's,Single,89205.0,677.0,43184.0,Home,Unemployed,4,Good,0.29,176816.0,0.0,Lake Justinfort,GA,Bermuda,1.0,2,Low
53,Non-binary,Bachelor's,Divorced,86686.0,745.0,25179.0,Business,Unemployed,0,Fair,0.42,296629.0,4.0,Wilsonshire,CO,Malta,0.0,1,Low
52,Non-binary,PhD,Married,71150.0,750.0,7117.0,Business,Employed,14,Excellent,0.3889,80599.0,0.0,Mullenville,WY,Germany,2.0,1,Low
32,Male,High School,Married,65874.0,661.0,16475.0,Personal,Self-employed,19,Excellent,0.4754,291519.0,0.0,East Charlesborough,MA,Mongolia,3.0,1,Low
21,Female,High School,Single,80750.0,753.0,40310.0,Home,Self-employed,6,Poor,0.3261,201804.0,1.0,Lake Linda,NM,Kazakhstan,1.0,0,Low
49,Male,Bachelor's,Single,22016.0,724.0,31617.0,Personal,Self-employed,6,Excellent,0.3462,295496.0,0.0,Michaelshire,VI,Jersey,0.0,2,Low
43,Male,Bachelor's,Widowed,107748.0,681.0,47928.0,Business,Self-employed,10,Poor,0.3818,143735.0,4.0,Lake Diane,DE,Northern Mariana Islands,0.0,0,Low
40,Male,Master's,Single,63774.0,790.0,34778.0,Auto,Unemployed,3,Fair,0.4743,223709.0,4.0,Andrewfort,MT,Cocos (Keeling) Islands,0.0,1,Low
18,Male,High School,Married,118550.0,753.0,17210.0,Auto,Employed,0,Good,0.1722,258358.0,3.0,West Kevinborough,TX,Tajikistan,1.0,1,High
28,Female,High School,Divorced,21528.0,602.0,19837.0,Auto,Unemployed,10,Good,0.3223,93626.0,1.0,Port Alisonberg,IA,Venezuela,1.0,1,Low
69,Female,Bachelor's,Single,78769.0,696.0,42025.0,Home,Self-employed,16,Poor,0.3856,233249.0,4.0,Garciaton,MI,Turks and Caicos Islands,2.0,2,High
62,Female,PhD,Single,108921.0,667.0,10516.0,Auto,Self-employed,15,Fair,0.3511,255160.0,1.0,Lopezhaven,WV,Gambia,1.0,2,Low
19,Non-binary,Master's,Divorced,27045.0,637.0,41576.0,Home,Self-employed,9,Excellent,0.5431,111807.0,4.0,South Brandonville,UT,Saint Kitts and Nevis,3.0,1,Medium
38,Female,Master's,Single,70281.0,641.0,22585.0,Auto,Self-employed,5,Excellent,0.2121,79609.0,1.0,Kellychester,OK,Liberia,0.0,1,Low
43,Non-binary,Bachelor's,Widowed,48554.0,714.0,38533.0,Business,Employed,4,Excellent,0.1429,147409.0,2.0,Port Adamland,VA,Tanzania,3.0,2,Medium
49,Female,High School,Married,45651.0,772.0,46555.0,Business,Self-employed,10,Fair,0.328,252580.0,3.0,South Connorborough,TX,Peru,3.0,2,Medium
26,Non-binary,High School,Divorced,113676.0,647.0,36898.0,Auto,Employed,16,Fair,0.284,276782.0,3.0,Baileyshire,WI,Albania,0.0,0,Low
51,Non-binary,PhD,Divorced,100631.0,692.0,41294.0,Home,Unemployed,10,Poor,0.5027,274344.0,3.0,Matthewville,AR,Saint Kitts and Nevis,0.0,0,Low
54,Male,PhD,Married,39450.0,609.0,37945.0,Business,Self-employed,19,Poor,0.5548,161000.0,0.0,Andreafurt,PW,Bouvet Island (Bouvetoya),1.0,2,Low
56,Female,Bachelor's,Single,91435.0,621.0,18449.0,Auto,Unemployed,7,Good,0.1144,223183.0,2.0,Josephton,NC,Bulgaria,3.0,1,Low
68,Male,High School,Married,35935.0,743.0,27776.0,Personal,Employed,8,Fair,0.5969,59195.0,1.0,Rodriguezstad,LA,Bhutan,0.0,0,Low
19,Male,High School,Married,72445.0,658.0,20020.0,Auto,Employed,7,Poor,0.3318,264709.0,4.0,Nielsenmouth,NH,China,1.0,0,Medium
56,Female,PhD,Divorced,105553.0,631.0,42123.0,Business,Employed,11,Poor,0.4432,280850.0,0.0,Kathleenborough,MI,Turkmenistan,4.0,1,Low
62,Male,PhD,Married,91880.0,761.0,35372.0,Personal,Self-employed,0,Fair,0.4176,76724.0,0.0,Lake Susanport,TX,Norfolk Island,1.0,1,Low
35,Female,Bachelor's,Widowed,29262.0,780.0,48910.0,Home,Employed,4,Good,0.4634,292561.0,1.0,Lake Marcus,PW,San Marino,2.0,1,Low
39,Female,Master's,Single,28496.0,776.0,36065.0,Home,Employed,9,Fair,0.1123,114730.0,0.0,South Frank,MP,Micronesia,4.0,1,Low
54,Male,PhD,Widowed,69060.0,759.0,26208.0,Home,Unemployed,15,Excellent,0.2334,35169.0,4.0,Evansmouth,MO,Niger,0.0,0,High
38,Male,Bachelor's,Divorced,106755.0,769.0,20398.0,Home,Employed,10,Fair,0.3519,208920.0,0.0,Thompsonmouth,MH,Cayman Islands,0.0,1,Low
54,Female,Master's,Divorced,104846.0,661.0,10489.0,Auto,Self-employed,10,Fair,0.1683,90173.0,0.0,Cherylshire,AL,Fiji,4.0,2,Low
54,Non-binary,PhD,Single,97193.0,643.0,7792.0,Business,Self-employed,14,Excellent,0.3824,223439.0,3.0,South Amberbury,HI,Tokelau,4.0,2,Medium
62,Female,PhD,Divorced,105172.0,740.0,41574.0,Personal,Employed,19,Poor,0.5929,95611.0,3.0,Foleymouth,MT,Jordan,2.0,1,Low
36,Non-binary,High School,Single,70840.0,722.0,41018.0,Personal,Self-employed,10,Fair,0.571,71521.0,4.0,Port Cynthiastad,DC,Uruguay,1.0,1,Low
27,Female,Bachelor's,Widowed,70697.0,721.0,22622.0,Personal,Unemployed,6,Excellent,0.2522,132445.0,2.0,Alexandraside,MH,Bahamas,0.0,1,Medium
23,Male,High School,Married,70604.0,615.0,23134.0,Home,Employed,3,Good,0.3813,40636.0,2.0,Port Jillian,UT,Micronesia,0.0,0,Low
50,Male,Bachelor's,Single,32651.0,617.0,8910.0,Personal,Self-employed,2,Good,0.4879,62243.0,2.0,North James,OH,Qatar,4.0,1,High
62,Male,High School,Widowed,40615.0,731.0,5540.0,Auto,Employed,12,Fair,0.5127,184809.0,3.0,Jillton,VA,Palestinian Territory,4.0,1,Low
58,Non-binary,High School,Single,73079.0,625.0,45869.0,Personal,Unemployed,6,Excellent,0.5194,111498.0,1.0,Johnsonmouth,VA,Uruguay,4.0,0,Low
32,Non-binary,High School,Married,113621.0,684.0,29988.0,Personal,Employed,4,Fair,0.2079,110022.0,3.0,Morganland,NY,Yemen,1.0,2,Medium
21,Male,Bachelor's,Married,40547.0,730.0,48524.0,Business,Self-employed,15,Good,0.4443,195974.0,3.0,Lake Phillipport,MH,Algeria,1.0,2,Low
30,Non-binary,High School,Widowed,24629.0,647.0,11045.0,Business,Employed,7,Excellent,0.1097,264339.0,3.0,Jonesstad,NH,Central African Republic,3.0,0,Low
18,Male,Bachelor's,Widowed,25605.0,751.0,14785.0,Auto,Unemployed,17,Fair,0.3399,285745.0,3.0,Samanthastad,MI,Congo,1.0,1,High
40,Male,PhD,Widowed,24789.0,693.0,33765.0,Home,Employed,1,Good,0.1154,223747.0,3.0,West Lindafort,ND,Croatia,4.0,2,Low
53,Non-binary,PhD,Married,43116.0,707.0,29988.0,Business,Self-employed,2,Good,0.3346,266375.0,2.0,East Carriefort,VI,Iraq,3.0,0,Low
33,Female,Master's,Widowed,93404.0,769.0,45080.0,Business,Employed,7,Good,0.2534,160719.0,4.0,South Christopher,MP,Syrian Arab Republic,1.0,2,Low
18,Non-binary,Bachelor's,Married,36756.0,608.0,13957.0,Personal,Unemployed,0,Fair,0.1548,245075.0,4.0,Port Jessica,FL,Tanzania,2.0,1,High
60,Female,High School,Married,118818.0,657.0,26277.0,Business,Self-employed,9,Excellent,0.2402,20179.0,1.0,Clarkton,MN,Moldova,0.0,0,Low
60,Male,Master's,Single,94861.0,787.0,11094.0,Home,Self-employed,2,Excellent,0.2357,104524.0,2.0,New Brandonport,SC,Seychelles,4.0,1,Low
58,Male,Bachelor's,Widowed,24210.0,681.0,14227.0,Business,Unemployed,2,Fair,0.595,249329.0,0.0,Brettland,MD,Saint Pierre and Miquelon,1.0,1,Medium
39,Non-binary,High School,Single,78841.0,665.0,30012.0,Business,Unemployed,10,Fair,0.504,223191.0,3.0,South Emilybury,OK,Greece,0.0,0,Low
18,Female,Bachelor's,Single,117270.0,639.0,12351.0,Business,Self-employed,1,Poor,0.1655,186272.0,4.0,Donaldville,HI,Egypt,3.0,2,Medium
39,Non-binary,Bachelor's,Married,78168.0,700.0,20173.0,Home,Self-employed,5,Excellent,0.4118,67339.0,1.0,West James,NE,Saint Barthelemy,0.0,1,Low
40,Female,Master's,Divorced,41323.0,627.0,45691.0,Personal,Unemployed,17,Good,0.3259,272492.0,3.0,Lake John,NV,Christmas Island,3.0,1,Medium
60,Non-binary,Bachelor's,Divorced,88197.0,651.0,12371.0,Personal,Employed,9,Poor,0.1735,212217.0,2.0,Lake Heatherstad,OR,Slovakia (Slovak Republic),4.0,2,Medium
26,Female,Master's,Widowed,103481.0,747.0,28878.0,Home,Self-employed,2,Good,0.3457,40295.0,2.0,East Kimberly,NH,Lesotho,4.0,1,Low
40,Female,PhD,Divorced,72513.0,714.0,6759.0,Personal,Unemployed,14,Good,0.2652,196620.0,3.0,Haysfort,SC,Saint Martin,4.0,0,Medium
43,Non-binary,Bachelor's,Married,118162.0,684.0,20698.0,Personal,Unemployed,2,Poor,0.3193,283288.0,3.0,Christopherhaven,FM,Slovenia,2.0,1,High
20,Female,Master's,Single,76188.0,689.0,17041.0,Home,Self-employed,4,Good,0.4193,267248.0,1.0,West Logantown,KY,Guernsey,4.0,0,Medium
32,Female,High School,Widowed,97982.0,600.0,18354.0,Home,Employed,15,Good,0.4632,212475.0,2.0,Lake Megan,LA,Gibraltar,4.0,1,Low
64,Non-binary,Bachelor's,Single,86612.0,627.0,30674.0,Personal,Employed,7,Good,0.3649,58414.0,0.0,Lake Patrickburgh,RI,Barbados,1.0,0,Low
21,Male,PhD,Divorced,75723.0,785.0,45014.0,Personal,Employed,13,Excellent,0.585,179370.0,4.0,West Lindsayview,ME,Denmark,4.0,1,Low
45,Non-binary,High School,Married,100298.0,727.0,13498.0,Home,Employed,6,Excellent,0.288,233180.0,1.0,New Sharon,WV,Guyana,1.0,1,Low
